Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
529,1217,1217,580,-118.0,33.83,2.2401,212500,<1H OCEAN
174,514,514,190,-117.95,33.82,4.0735,208700,<1H OCEAN
607,1562,1562,658,-118.24,34.15,3.3906,284100,<1H OCEAN
695,1328,1328,756,-117.14,32.76,2.694,164100,NEAR OCEAN
470,1416,1416,532,-118.29,33.91,3.8372,156400,<1H OCEAN
592,2015,2015,637,-120.61,35.1,3.0536,143600,<1H OCEAN
175,556,556,186,-120.3,37.34,2.4286,103600,INLAND
178,547,547,186,-118.34,34.08,10.3661,500001,<1H OCEAN
995,1624,1624,1423,-118.32,34.14,4.0965,500001,<1H OCEAN
564,1444,1444,592,-121.66,36.67,3.1439,192300,<1H OCEAN
198,645,645,202,-116.84,33.02,5.6674,209800,<1H OCEAN
2847,8117,8117,2993,-122.01,37.57,5.8322,281800,NEAR BAY
485,877,877,601,-122.16,37.72,3.3431,137500,NEAR BAY
103,252,252,546,-120.33,38.26,4.4063,155800,INLAND
447,930,930,482,-117.86,33.61,8.6001,500001,<1H OCEAN
421,1193,1193,420,-118.1,33.82,4.8462,225700,<1H OCEAN
868,2336,2336,879,-118.49,34.11,13.2935,500001,<1H OCEAN
396,1650,1650,449,-117.09,32.68,2.2201,100000,NEAR OCEAN
390,1350,1350,404,-117.82,33.85,6.057,235900,<1H OCEAN
1294,2312,2312,1313,-119.77,34.44,2.4717,295300,NEAR OCEAN
384,1019,1019,487,-118.18,36.63,2.2574,104700,INLAND
216,583,583,227,-121.31,37.96,2.3393,77600,INLAND
596,2591,2591,632,-119.06,34.23,3.0219,221700,<1H OCEAN
256,814,814,248,-121.94,37.3,6.623,332500,<1H OCEAN
240,968,968,245,-118.18,33.94,3.4688,183600,<1H OCEAN
373,1311,1311,344,-117.95,33.68,5.0287,265000,<1H OCEAN
160,423,423,195,-122.26,37.82,0.9506,187500,NEAR BAY
461,1308,1308,442,-118.06,34.1,3.6995,260100,<1H OCEAN
424,1141,1141,442,-122.31,37.58,3.9696,258300,NEAR BAY
363,1405,1405,417,-118.21,33.88,2.0125,143000,<1H OCEAN
983,2731,2731,1008,-121.34,38.57,4.4602,134500,INLAND
532,2362,2362,636,-116.49,33.82,2.9569,65900,INLAND
362,1324,1324,396,-117.57,33.91,5.3735,214600,INLAND
392,1279,1279,390,-117.08,32.7,2.4135,97000,NEAR OCEAN
561,1235,1235,596,-118.38,34.07,4.4896,500001,<1H OCEAN
645,1687,1687,749,-117.07,32.75,3.3026,119100,NEAR OCEAN
493,1620,1620,546,-117.09,32.75,1.6034,84400,NEAR OCEAN
317,1041,1041,329,-118.56,34.22,4.4271,205100,<1H OCEAN
269,825,825,280,-118.27,34.17,5.5118,354700,<1H OCEAN
183,612,612,206,-122.23,37.77,2.57,72000,NEAR BAY
373,885,885,386,-122.24,37.77,3.6417,206300,NEAR BAY
794,1745,1745,1042,-123.73,39.17,2.375,158800,NEAR OCEAN
479,1420,1420,467,-117.92,34.06,5.184,224900,<1H OCEAN
781,1423,1423,815,-118.42,34.02,3.6488,340800,<1H OCEAN
615,1636,1636,628,-123.34,39.39,2.3333,84000,<1H OCEAN
406,1112,1112,388,-122.28,38.29,2.2366,140200,NEAR BAY
611,1657,1657,577,-122.55,38.01,6.3314,342200,NEAR BAY
1481,3759,3759,1535,-121.54,38.49,5.1442,174500,INLAND
1625,3539,3539,1737,-122.0,37.36,3.8464,239400,<1H OCEAN
607,2169,2169,695,-121.81,37.27,4.3438,209700,<1H OCEAN
374,910,910,396,-117.87,33.59,6.6544,500001,<1H OCEAN
581,1498,1498,645,-118.32,34.01,2.6667,128000,<1H OCEAN
119,364,364,127,-117.75,33.95,7.5839,426900,<1H OCEAN
405,1071,1071,438,-117.12,34.04,4.8173,146600,INLAND
417,1123,1123,418,-118.45,34.01,6.4755,405800,<1H OCEAN
298,608,608,309,-122.13,38.01,2.1974,139300,NEAR BAY
475,896,896,467,-118.61,34.2,3.6296,160900,<1H OCEAN
350,856,856,389,-121.97,37.25,7.9135,496400,<1H OCEAN
306,806,806,347,-120.72,38.38,2.525,157200,INLAND
492,2191,2191,497,-118.18,34.01,2.3462,127300,<1H OCEAN
265,702,702,301,-118.34,34.26,5.2661,314900,<1H OCEAN
253,776,776,251,-117.41,34.1,3.1287,102000,INLAND
177,496,496,190,-122.24,37.85,7.2574,352100,NEAR BAY
342,1553,1553,388,-118.24,33.96,2.0655,93400,<1H OCEAN
464,1296,1296,476,-122.19,40.2,3.5305,73600,INLAND
221,1024,1024,237,-117.74,34.05,2.1141,110900,INLAND
303,1279,1279,317,-118.2,34.05,1.9615,141700,<1H OCEAN
673,2098,2098,679,-117.06,32.58,3.5125,142400,NEAR OCEAN
497,1966,1966,555,-122.21,37.47,3.0472,211000,NEAR OCEAN
436,1384,1384,462,-118.96,34.18,6.1306,258200,<1H OCEAN
244,933,933,296,-121.89,37.35,2.925,170800,<1H OCEAN
479,1343,1343,616,-124.23,41.75,2.4805,73200,NEAR OCEAN
413,1353,1353,420,-121.97,37.53,4.75,197000,<1H OCEAN
727,1765,1765,888,-117.28,34.17,1.7456,86800,INLAND
233,816,816,254,-118.16,34.14,8.2435,500001,<1H OCEAN
1248,1974,1974,1338,-117.97,33.66,2.8061,180300,<1H OCEAN
795,1581,1581,828,-122.55,37.98,3.293,337500,NEAR BAY
295,868,868,314,-118.15,34.19,3.6094,160700,<1H OCEAN
17,63,63,19,-121.98,37.14,9.5908,350000,<1H OCEAN
2441,8980,8980,2688,-117.18,32.95,6.3237,260900,<1H OCEAN
549,1318,1318,572,-119.26,34.27,3.6413,212700,NEAR OCEAN
659,1935,1935,694,-117.03,32.97,4.5625,231200,<1H OCEAN
333,1161,1161,348,-118.24,34.11,2.2167,176700,<1H OCEAN
304,616,616,322,-122.26,37.83,2.026,142500,NEAR BAY
850,2302,2302,959,-118.05,34.12,3.55,476700,INLAND
291,706,706,296,-117.37,33.94,4.0966,140100,INLAND
87,498,498,89,-118.24,33.99,2.4107,96400,<1H OCEAN
317,771,771,332,-117.06,32.79,8.7604,331800,<1H OCEAN
871,1891,1891,911,-118.4,34.17,3.4013,286000,<1H OCEAN
350,716,716,389,-121.05,39.2,2.3125,108300,INLAND
385,1036,1036,378,-118.11,33.94,5.0258,255400,<1H OCEAN
690,1200,1200,738,-117.18,32.74,2.5288,274000,NEAR OCEAN
221,812,812,255,-117.87,33.75,2.6635,162500,<1H OCEAN
529,1556,1556,530,-117.01,32.73,2.8646,120800,NEAR OCEAN
646,1741,1741,685,-121.37,38.41,3.5625,125700,INLAND
404,1204,1204,399,-118.0,33.92,6.1273,289600,<1H OCEAN
310,746,746,329,-119.72,34.43,3.6719,357400,<1H OCEAN
775,2318,2318,790,-118.42,34.19,2.2589,269700,<1H OCEAN
151,334,334,163,-122.52,37.92,5.8509,317800,NEAR BAY
386,1516,1516,430,-121.79,36.95,3.7863,192200,<1H OCEAN
1107,2143,2143,1529,-117.0,33.74,2.1103,94400,INLAND
407,1500,1500,398,-118.2,34.12,2.8125,155600,<1H OCEAN
326,937,937,330,-118.05,33.78,6.6264,359100,<1H OCEAN
560,1660,1660,576,-118.07,33.82,5.7965,228200,<1H OCEAN
199,661,661,179,-117.98,33.84,5.0747,189600,<1H OCEAN
705,913,913,780,-117.18,32.77,2.7386,87500,NEAR OCEAN
485,1049,1049,520,-117.3,33.06,4.027,290000,NEAR OCEAN
580,874,874,661,-117.24,32.8,3.8018,112500,NEAR OCEAN
295,636,636,281,-122.69,38.44,2.7222,161200,<1H OCEAN
1511,3731,3731,1617,-118.45,34.12,9.7449,500001,<1H OCEAN
273,1085,1085,318,-118.2,34.05,1.7054,117200,<1H OCEAN
337,1173,1173,318,-117.93,33.86,4.5774,182100,<1H OCEAN
487,1338,1338,488,-117.3,34.54,3.2596,85400,INLAND
211,513,513,213,-117.19,32.75,6.1309,411600,NEAR OCEAN
369,1083,1083,365,-118.3,33.86,5.1727,230200,<1H OCEAN
705,2341,2341,737,-117.09,32.68,2.0114,104900,NEAR OCEAN
1161,3954,3954,1198,-117.61,34.12,4.6997,156900,INLAND
121,364,364,136,-119.01,35.37,1.4779,66000,INLAND
145,407,407,149,-118.23,34.13,4.5766,185800,<1H OCEAN
83,433,433,60,-118.44,34.26,5.5124,174300,<1H OCEAN
303,778,778,279,-117.93,33.86,2.6563,155000,<1H OCEAN
265,810,810,233,-117.95,33.67,8.289,372400,<1H OCEAN
258,812,812,294,-123.39,38.99,3.4063,109400,<1H OCEAN
481,1161,1161,536,-118.39,34.03,3.2228,232500,<1H OCEAN
378,648,648,427,-118.46,33.97,3.8698,500001,<1H OCEAN
1036,1886,1886,1192,-118.44,34.05,4.4674,500001,<1H OCEAN
338,923,923,389,-118.19,34.87,5.0553,111100,INLAND
630,1905,1905,662,-116.98,32.75,4.375,214000,<1H OCEAN
20,51,51,49,-115.88,32.93,4.0208,32500,INLAND
319,980,980,327,-118.27,33.8,3.35,177700,<1H OCEAN
42,98,98,372,-120.06,39.15,1.1912,170000,INLAND
285,578,578,303,-121.92,36.62,2.5625,235400,NEAR OCEAN
346,1039,1039,328,-119.33,36.32,3.5313,82800,INLAND
805,2553,2553,867,-121.24,37.79,4.075,195000,INLAND
324,1094,1094,327,-122.21,38.02,6.0224,198500,NEAR BAY
830,1711,1711,851,-122.41,37.79,3.0296,500001,NEAR BAY
4372,12153,12153,4492,-121.68,36.72,3.2652,152800,<1H OCEAN
557,1846,1846,588,-122.42,37.76,1.3365,225000,NEAR BAY
486,1849,1849,516,-117.02,32.7,4.1837,125400,NEAR OCEAN
354,845,845,450,-119.85,36.76,1.8214,80100,INLAND
442,1383,1383,458,-117.82,33.72,6.5987,272800,<1H OCEAN
208,495,495,215,-122.45,37.79,10.7097,500001,NEAR BAY
1053,1939,1939,1116,-122.43,37.77,2.7587,354500,NEAR BAY
171,653,653,197,-122.45,37.72,4.2167,231900,NEAR BAY
1102,3906,3906,1190,-118.3,34.09,2.1927,253300,<1H OCEAN
287,491,491,318,-118.4,34.03,3.2222,319400,<1H OCEAN
222,989,989,205,-117.06,32.6,2.7014,108200,NEAR OCEAN
418,1512,1512,359,-118.27,34.13,2.1071,208900,<1H OCEAN
231,548,548,240,-120.65,35.28,2.5455,165900,NEAR OCEAN
606,1537,1537,661,-122.05,37.37,6.6085,344700,<1H OCEAN
257,629,629,251,-117.84,33.8,4.3661,222100,<1H OCEAN
226,529,529,338,-120.41,38.33,3.024,100900,INLAND
184,462,462,202,-122.07,38.0,3.625,156300,NEAR BAY
284,802,802,313,-121.52,38.9,2.9048,98200,INLAND
142,461,461,176,-122.66,38.81,3.4375,83300,INLAND
338,835,835,306,-122.11,37.7,2.3274,170400,NEAR BAY
90,230,230,198,-116.88,34.25,4.9643,176000,INLAND
689,1059,1059,706,-118.37,34.09,2.8942,500001,<1H OCEAN
724,1572,1572,670,-117.88,33.78,3.3472,237400,<1H OCEAN
754,1977,1977,1044,-121.03,40.35,2.1833,49500,INLAND
426,807,807,453,-118.17,33.74,3.7838,500001,NEAR OCEAN
221,627,627,210,-118.01,33.95,4.6923,181000,<1H OCEAN
466,1327,1327,490,-117.86,34.1,3.5977,180600,<1H OCEAN
233,719,719,229,-118.09,33.96,3.425,163200,<1H OCEAN
1262,3068,3068,1401,-118.17,33.77,2.2808,154700,NEAR OCEAN
219,601,601,236,-122.44,37.78,2.151,146900,NEAR BAY
274,744,744,298,-118.29,34.1,2.7054,162500,<1H OCEAN
271,776,776,280,-118.11,33.81,6.2187,257900,<1H OCEAN
472,811,811,502,-117.15,32.76,2.75,175000,NEAR OCEAN
295,692,692,294,-119.02,35.34,2.3125,65800,INLAND
795,2356,2356,852,-117.69,33.65,6.1062,274600,<1H OCEAN
313,792,792,350,-117.2,32.83,2.8472,161400,NEAR OCEAN
13,43,43,17,-122.52,38.7,0.536,87500,INLAND
410,601,601,495,-117.16,32.74,3.0571,418800,NEAR OCEAN
639,1075,1075,791,-118.45,33.96,5.723,500001,<1H OCEAN
542,1336,1336,576,-118.1,34.01,1.3365,183300,<1H OCEAN
168,605,605,198,-118.29,33.93,2.2778,128100,<1H OCEAN
347,986,986,372,-118.56,34.19,4.8125,266700,<1H OCEAN
728,2566,2566,1020,-122.75,38.46,3.0147,142800,<1H OCEAN
499,1669,1669,476,-121.8,36.94,2.8214,190100,<1H OCEAN
315,613,613,331,-118.32,34.19,3.0179,272500,<1H OCEAN
207,506,506,200,-122.28,37.88,4.1912,254500,NEAR BAY
696,1807,1807,758,-122.41,37.62,3.2216,242700,NEAR OCEAN
432,884,884,435,-118.37,34.07,5.24,486400,<1H OCEAN
494,1170,1170,502,-120.66,35.28,2.1786,206300,NEAR OCEAN
4616,9851,9851,4952,-117.34,33.98,1.7579,103400,INLAND
403,1363,1363,403,-117.68,33.54,7.618,341400,<1H OCEAN
190,567,567,200,-118.3,33.97,2.6311,124100,<1H OCEAN
647,1938,1938,623,-119.78,36.8,2.8994,66000,INLAND
335,763,763,334,-121.64,39.74,2.3711,121800,INLAND
393,1229,1229,410,-118.11,33.86,5.3889,234900,<1H OCEAN
275,753,753,270,-118.01,34.16,5.532,318500,INLAND
696,2603,2603,716,-120.58,37.36,2.2179,67500,INLAND
396,960,960,396,-117.28,34.41,2.9934,118200,INLAND
532,1325,1325,544,-119.69,34.42,1.2762,253600,<1H OCEAN
292,878,878,342,-117.27,34.5,6.0296,194100,INLAND
1174,3432,3432,1367,-118.3,34.1,1.7083,166700,<1H OCEAN
156,495,495,164,-122.03,38.24,5.4074,157700,INLAND
286,761,761,273,-123.79,39.44,2.7813,105800,<1H OCEAN
851,1639,1639,945,-122.21,37.52,2.7399,87500,NEAR BAY
760,1411,1411,834,-118.51,34.17,3.1885,219000,<1H OCEAN
484,1605,1605,515,-117.81,33.84,10.5981,460100,<1H OCEAN
1605,5023,5023,1655,-122.47,37.65,4.6452,236200,NEAR OCEAN
1693,4514,4514,1765,-119.23,34.46,3.2026,227600,<1H OCEAN
590,1529,1529,647,-118.58,34.24,3.2426,236900,<1H OCEAN
390,1311,1311,367,-118.99,35.33,1.6786,52900,INLAND
542,1516,1516,535,-118.25,34.22,3.8068,267000,<1H OCEAN
989,2153,2153,1110,-117.9,33.7,4.6483,190800,<1H OCEAN
531,1610,1610,538,-121.99,37.37,4.2422,237500,<1H OCEAN
341,655,655,359,-118.34,34.01,2.5568,312500,<1H OCEAN
674,3842,3842,679,-117.91,33.75,3.0635,160000,<1H OCEAN
296,782,782,351,-117.02,34.9,1.6515,61600,INLAND
335,839,839,352,-118.39,33.97,6.5778,350800,<1H OCEAN
87,311,311,86,-119.45,36.48,3.1719,106300,INLAND
372,1037,1037,369,-121.9,38.02,3.6154,181800,INLAND
410,1083,1083,429,-117.23,32.81,8.1844,406300,NEAR OCEAN
848,1622,1622,913,-118.32,34.01,2.4934,165800,<1H OCEAN
506,1146,1146,510,-118.39,33.97,5.1333,345900,<1H OCEAN
202,514,514,191,-122.25,37.86,7.0897,446200,NEAR BAY
244,497,497,287,-117.92,33.64,2.75,225000,<1H OCEAN
372,913,913,375,-118.38,34.58,4.3456,148900,INLAND
538,3416,3416,557,-117.88,33.74,3.0083,163500,<1H OCEAN
166,1283,1283,148,-117.15,32.7,1.2863,86300,NEAR OCEAN
332,1135,1135,301,-115.57,32.78,5.128,99600,INLAND
501,1625,1625,520,-117.95,33.79,4.4667,190600,<1H OCEAN
1822,4533,4533,2055,-118.31,34.07,2.3105,166700,<1H OCEAN
952,1824,1824,977,-122.43,37.75,5.0519,356100,NEAR BAY
434,1312,1312,533,-121.84,36.52,6.5234,357400,NEAR OCEAN
342,871,871,347,-122.3,37.52,8.1039,382200,NEAR OCEAN
239,735,735,271,-118.22,34.14,3.7404,247700,<1H OCEAN
896,3688,3688,1042,-117.27,34.1,1.8022,78000,INLAND
170,730,730,162,-118.27,33.99,1.8047,101800,<1H OCEAN
696,2494,2494,675,-122.49,37.67,5.2848,260300,NEAR OCEAN
789,1659,1659,871,-118.37,34.16,3.1106,209400,<1H OCEAN
352,888,888,347,-118.96,35.38,3.6734,92900,INLAND
452,1344,1344,444,-121.26,38.66,6.1183,221600,INLAND
414,1103,1103,430,-118.12,34.1,4.0556,282600,<1H OCEAN
484,2481,2481,551,-118.04,34.06,3.1875,154200,<1H OCEAN
435,1311,1311,465,-117.25,33.08,7.5402,340300,NEAR OCEAN
396,985,985,392,-122.01,39.21,2.5556,75800,INLAND
448,952,952,445,-117.29,33.15,4.0625,87500,NEAR OCEAN
1204,2741,2741,1293,-117.05,33.05,5.6436,278600,<1H OCEAN
351,918,918,401,-122.01,37.99,3.7841,144900,NEAR BAY
301,838,838,303,-118.26,34.23,5.4306,326600,<1H OCEAN
402,1268,1268,412,-120.57,37.43,2.6758,74600,INLAND
443,1459,1459,497,-118.12,34.6,2.3958,94500,INLAND
455,1825,1825,458,-118.14,34.02,1.4178,145500,<1H OCEAN
391,1000,1000,414,-117.07,32.61,2.1765,128400,NEAR OCEAN
329,1544,1544,374,-119.31,36.62,1.7292,52000,INLAND
423,1204,1204,437,-119.05,35.34,4.0529,106200,INLAND
195,671,671,257,-121.76,36.75,3.8424,155700,<1H OCEAN
570,1705,1705,615,-119.83,36.77,2.4286,68100,INLAND
554,1602,1602,603,-121.46,38.66,3.9914,120500,INLAND
382,1116,1116,399,-121.44,38.63,1.3302,62200,INLAND
214,913,913,230,-118.07,33.96,2.6991,147100,<1H OCEAN
381,875,875,348,-122.63,38.23,4.0703,223800,<1H OCEAN
682,2255,2255,686,-118.3,33.79,3.0057,235300,<1H OCEAN
231,564,564,289,-122.4,38.53,3.6118,248400,INLAND
335,713,713,357,-118.35,34.04,2.1711,179200,<1H OCEAN
463,911,911,641,-118.43,34.06,7.2675,500001,<1H OCEAN
781,2588,2588,828,-117.44,34.09,2.375,113800,INLAND
292,1354,1354,263,-118.24,33.97,2.5833,112500,<1H OCEAN
576,2625,2625,603,-118.18,33.9,3.0909,150900,<1H OCEAN
597,1347,1347,553,-117.1,32.67,1.2745,92900,NEAR OCEAN
204,506,506,198,-122.28,37.85,1.73,147900,NEAR BAY
258,945,945,292,-117.13,32.7,0.8991,78900,NEAR OCEAN
225,570,570,416,-118.65,36.57,1.4821,143300,INLAND
615,1784,1784,623,-118.64,34.18,5.1641,263400,<1H OCEAN
381,1222,1222,418,-121.97,37.8,7.9168,356000,<1H OCEAN
217,782,782,193,-118.28,33.98,2.2411,93000,<1H OCEAN
206,678,678,192,-117.89,33.89,13.1107,467600,<1H OCEAN
464,1488,1488,469,-117.9,34.06,5.3664,268300,<1H OCEAN
303,643,643,313,-118.07,33.73,9.8346,401700,NEAR OCEAN
356,2030,2030,414,-120.08,36.34,2.1153,112500,INLAND
345,972,972,360,-119.8,36.72,0.9513,50400,INLAND
199,537,537,214,-119.34,36.21,0.8229,68400,INLAND
240,786,786,263,-119.69,36.86,4.0,164600,INLAND
533,1543,1543,575,-117.97,33.77,2.6618,179600,<1H OCEAN
247,587,587,254,-121.82,38.01,2.6364,93500,INLAND
340,922,922,332,-118.01,34.12,3.94,278400,INLAND
329,963,963,307,-122.45,40.56,3.9375,148700,INLAND
665,1551,1551,763,-118.53,34.03,7.0318,500001,<1H OCEAN
178,741,741,185,-118.47,34.27,5.741,220600,<1H OCEAN
346,889,889,363,-121.29,38.67,3.6516,130500,INLAND
462,1723,1723,491,-118.26,33.78,2.0458,174500,NEAR OCEAN
453,1401,1401,411,-117.98,33.7,4.1603,160500,<1H OCEAN
297,1104,1104,370,-118.21,33.89,2.2125,120700,<1H OCEAN
109,398,398,113,-122.22,37.47,2.5,166700,NEAR OCEAN
342,866,866,365,-124.11,40.95,2.96,81700,NEAR OCEAN
654,1823,1823,665,-121.26,38.14,3.5333,116800,INLAND
531,1681,1681,559,-117.96,34.53,3.8594,141000,INLAND
171,382,382,261,-121.91,36.42,3.7083,210000,NEAR OCEAN
461,1439,1439,485,-118.39,34.19,3.0491,192000,<1H OCEAN
203,466,466,171,-117.4,33.94,3.1458,116000,INLAND
573,1619,1619,633,-118.3,34.26,3.5568,184500,<1H OCEAN
158,841,841,153,-118.22,33.91,2.6154,89200,<1H OCEAN
543,1664,1664,542,-117.86,34.09,6.1498,239100,<1H OCEAN
618,1509,1509,612,-121.45,38.61,1.0424,81400,INLAND
499,1584,1584,481,-117.34,34.18,4.6312,124900,INLAND
432,1486,1486,428,-120.47,34.65,4.2875,150700,NEAR OCEAN
259,866,866,301,-122.22,37.77,2.59,96400,NEAR BAY
345,811,811,346,-118.33,33.88,3.2417,283300,<1H OCEAN
245,677,677,264,-121.01,37.72,2.5486,161100,INLAND
321,973,973,330,-117.4,33.76,4.4875,249100,INLAND
259,751,751,258,-118.4,34.0,5.444,336000,<1H OCEAN
614,2043,2043,597,-118.09,34.03,5.5,276800,<1H OCEAN
881,2008,2008,877,-120.78,38.74,2.1603,111300,INLAND
340,756,756,339,-122.22,37.81,4.072,270100,NEAR BAY
233,584,584,525,-120.06,39.25,3.01,163500,INLAND
418,1381,1381,406,-117.04,32.81,6.5412,254200,<1H OCEAN
775,1919,1919,856,-117.61,33.42,4.0313,282000,NEAR OCEAN
619,1228,1228,663,-121.31,37.98,3.0625,141500,INLAND
242,690,690,251,-122.04,37.67,6.0501,254200,NEAR BAY
627,1518,1518,592,-121.53,38.57,4.0833,118500,INLAND
269,1095,1095,274,-118.21,33.8,2.7308,139000,NEAR OCEAN
812,1553,1553,847,-122.27,37.56,4.9434,292100,NEAR BAY
29,153,153,72,-122.41,37.78,3.8625,350000,NEAR BAY
342,1133,1133,376,-119.67,36.82,4.5577,123300,INLAND
233,987,987,241,-118.43,34.24,4.0057,172700,<1H OCEAN
635,1531,1531,666,-121.9,37.3,4.537,345900,<1H OCEAN
743,2365,2365,831,-118.94,35.38,3.7533,87000,INLAND
517,1264,1264,565,-121.74,36.49,4.4209,274600,<1H OCEAN
2660,7307,7307,2814,-118.46,34.23,2.585,145400,<1H OCEAN
92,318,318,89,-118.17,34.1,1.3125,145800,<1H OCEAN
709,1606,1606,711,-117.1,32.77,5.7768,281600,NEAR OCEAN
425,994,994,487,-116.32,34.14,1.69,54200,INLAND
274,743,743,279,-118.36,33.84,5.7654,343000,<1H OCEAN
462,1435,1435,482,-117.37,33.22,3.676,125600,NEAR OCEAN
789,2172,2172,783,-121.97,37.57,4.6146,247600,<1H OCEAN
477,1994,1994,476,-116.19,33.67,1.7297,67500,INLAND
343,1085,1085,349,-117.96,33.68,4.7656,230700,<1H OCEAN
317,1937,1937,330,-121.84,37.33,4.1146,160100,<1H OCEAN
306,848,848,354,-121.45,38.53,2.4741,87000,INLAND
271,650,650,273,-117.26,32.95,5.6582,500001,NEAR OCEAN
471,872,872,472,-122.43,37.77,3.2981,222700,NEAR BAY
363,957,957,361,-118.31,33.73,4.2059,350000,NEAR OCEAN
55,142,142,272,-121.82,36.86,2.1719,420000,NEAR OCEAN
90,268,268,134,-122.83,38.89,3.4514,100000,<1H OCEAN
677,1487,1487,749,-122.24,37.8,2.5238,169300,NEAR BAY
418,1139,1139,409,-118.09,34.18,10.2289,500001,INLAND
1109,2325,2325,1200,-119.81,36.83,4.049,126000,INLAND
261,3574,3574,212,-120.65,35.32,1.0298,300000,NEAR OCEAN
62,214,214,111,-122.7,39.14,3.3929,108300,INLAND
308,673,673,305,-122.09,37.67,2.3357,175000,NEAR BAY
829,1722,1722,1285,-119.21,34.12,4.3427,305800,NEAR OCEAN
681,1817,1817,741,-119.78,36.83,4.2153,95200,INLAND
666,2354,2354,677,-117.88,33.76,3.4345,235500,<1H OCEAN
482,1095,1095,694,-121.65,38.03,3.4402,192400,INLAND
407,1103,1103,445,-117.96,33.7,4.725,289600,<1H OCEAN
304,711,711,352,-118.31,33.79,3.3958,250000,<1H OCEAN
597,1358,1358,597,-122.21,37.84,6.0194,292300,NEAR BAY
909,2561,2561,950,-122.24,37.49,3.8684,265600,NEAR OCEAN
152,233,233,168,-122.08,37.67,0.9637,160000,NEAR BAY
1816,5674,5674,1878,-121.77,37.24,4.747,261100,<1H OCEAN
221,868,868,249,-119.06,36.1,2.5893,63600,INLAND
442,1289,1289,410,-117.97,33.79,4.1818,224200,<1H OCEAN
521,1070,1070,498,-118.38,33.83,4.4615,384800,<1H OCEAN
235,732,732,246,-118.16,34.01,1.7679,142800,<1H OCEAN
373,1033,1033,397,-117.64,33.48,5.6754,275900,<1H OCEAN
429,1559,1559,425,-117.93,33.65,4.2036,220100,<1H OCEAN
485,1821,1821,457,-117.39,34.11,4.8889,138900,INLAND
243,740,740,238,-118.14,33.89,4.9107,179600,<1H OCEAN
366,1171,1171,367,-121.42,38.53,2.8298,71200,INLAND
287,930,930,336,-118.36,33.88,2.7981,275000,<1H OCEAN
314,888,888,303,-119.7,36.8,3.8088,87700,INLAND
437,948,948,452,-117.39,33.98,3.145,169100,INLAND
243,628,628,276,-119.71,34.36,4.1842,364000,NEAR OCEAN
569,1650,1650,596,-117.31,34.17,3.0078,87100,INLAND
745,1511,1511,730,-122.01,36.98,2.589,242400,NEAR OCEAN
788,3456,3456,833,-121.61,36.68,2.8542,127600,<1H OCEAN
543,1230,1230,531,-118.14,33.8,3.4211,203900,NEAR OCEAN
743,2357,2357,754,-117.99,33.75,3.3125,191800,<1H OCEAN
198,520,520,232,-121.84,39.73,0.987,112500,INLAND
235,569,569,235,-115.64,32.8,3.1667,125000,INLAND
457,662,662,518,-117.72,33.62,3.1679,110000,<1H OCEAN
1056,3985,3985,1084,-117.7,33.68,2.8192,162500,<1H OCEAN
35,130,130,33,-118.85,34.27,3.3438,500001,<1H OCEAN
1022,2634,2634,1022,-122.09,37.94,6.1922,273200,NEAR BAY
533,1580,1580,527,-117.32,34.01,4.4063,129900,INLAND
148,1148,1148,150,-121.4,38.66,2.5062,112500,INLAND
405,829,829,427,-121.91,37.3,3.6563,344700,<1H OCEAN
426,1777,1777,451,-118.24,34.11,2.7679,178800,<1H OCEAN
283,804,804,261,-117.36,33.99,2.9688,92900,INLAND
257,783,783,271,-117.67,33.46,5.3999,300000,<1H OCEAN
495,1628,1628,478,-118.44,34.2,2.5197,225600,<1H OCEAN
433,1007,1007,485,-121.22,39.43,1.7,92300,INLAND
259,773,773,252,-120.83,37.52,4.1859,150000,INLAND
406,1099,1099,392,-117.07,32.74,2.7661,113900,NEAR OCEAN
803,2729,2729,868,-118.39,34.21,2.6667,172400,<1H OCEAN
406,1108,1108,411,-118.34,34.0,5.8993,313300,<1H OCEAN
724,2288,2288,773,-118.17,34.68,6.6772,185600,INLAND
633,1593,1593,745,-120.85,37.51,2.2292,127500,INLAND
475,1915,1915,480,-118.77,34.28,5.3681,187700,<1H OCEAN
115,346,346,127,-117.56,33.83,5.4788,339300,INLAND
313,861,861,291,-119.32,36.19,1.0962,72300,INLAND
830,1568,1568,866,-118.41,34.15,4.1656,364700,<1H OCEAN
429,1201,1201,459,-121.18,38.75,4.7941,247600,INLAND
318,770,770,333,-122.26,37.54,7.2477,376000,NEAR BAY
491,1048,1048,555,-118.27,34.09,3.7847,252300,<1H OCEAN
352,705,705,388,-117.11,32.9,4.4766,161500,<1H OCEAN
267,863,863,273,-122.15,37.69,4.0109,192900,NEAR BAY
222,517,517,345,-123.52,41.01,2.1542,83800,INLAND
274,1412,1412,290,-118.08,33.89,3.1917,114900,<1H OCEAN
665,1248,1248,737,-118.42,34.02,3.1941,394700,<1H OCEAN
943,2744,2744,977,-121.96,37.84,7.5139,398200,INLAND
352,723,723,346,-121.27,38.67,3.8906,128700,INLAND
434,1314,1314,458,-118.19,34.13,3.925,180400,<1H OCEAN
459,679,679,502,-118.51,34.0,2.3098,500001,<1H OCEAN
828,2098,2098,861,-117.1,32.97,2.4459,85800,<1H OCEAN
