Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
297,1483,1483,363,-118.97,35.38,1.625,46800,INLAND
297,509,509,286,-121.18,37.79,1.9464,112500,INLAND
297,545,545,319,-122.27,38.32,1.9946,206800,NEAR BAY
297,852,852,294,-119.75,36.75,1.9955,54200,INLAND
297,1013,1013,303,-119.21,36.39,2.0363,53500,INLAND
297,1223,1223,307,-118.2,34.04,2.07,136300,<1H OCEAN
297,786,786,463,-121.67,40.61,2.1513,80400,INLAND
297,714,714,338,-119.04,35.37,2.1818,75300,INLAND
297,570,570,334,-121.01,37.65,2.1969,149400,INLAND
297,1104,1104,370,-118.21,33.89,2.2125,120700,<1H OCEAN
297,717,717,325,-120.66,40.42,2.5074,66400,INLAND
297,638,638,358,-122.23,38.05,2.5517,147100,NEAR BAY
297,1011,1011,277,-122.78,38.41,2.5917,144000,<1H OCEAN
297,603,603,357,-119.69,34.41,2.6103,500000,<1H OCEAN
297,1570,1570,291,-118.05,34.06,3.023,142000,<1H OCEAN
297,668,668,266,-118.35,34.04,3.0856,151600,<1H OCEAN
297,785,785,328,-122.49,37.63,3.2446,234600,NEAR OCEAN
297,701,701,330,-122.31,37.56,3.32,292900,NEAR OCEAN
297,860,860,282,-122.0,38.36,3.3438,135600,INLAND
297,836,836,307,-122.18,39.7,3.35,85400,INLAND
297,754,754,304,-118.32,34.08,3.37,330300,<1H OCEAN
297,780,780,290,-119.09,36.22,3.4306,74300,INLAND
297,777,777,336,-122.01,37.98,3.5179,165500,NEAR BAY
297,796,796,548,-120.44,38.61,3.5192,98000,INLAND
297,962,962,302,-118.33,33.91,3.5903,183300,<1H OCEAN
297,822,822,296,-121.87,39.75,3.6625,126600,INLAND
297,481,481,314,-122.44,37.78,3.6875,492300,NEAR BAY
297,701,701,367,-122.84,38.07,3.8269,270700,NEAR OCEAN
297,795,795,295,-122.49,37.76,4.3977,353600,NEAR BAY
297,810,810,293,-122.85,38.37,4.4437,305000,<1H OCEAN
297,1033,1033,288,-117.92,33.79,4.5739,190500,<1H OCEAN
297,795,795,254,-118.11,33.87,4.6713,231800,<1H OCEAN
297,1089,1089,282,-117.04,32.62,4.6793,151900,NEAR OCEAN
297,839,839,294,-121.07,38.94,4.7143,150700,INLAND
297,919,919,310,-118.48,34.23,4.7583,258600,<1H OCEAN
297,637,637,315,-122.26,37.77,4.7778,351800,NEAR BAY
297,919,919,335,-118.34,33.99,4.8125,170500,<1H OCEAN
297,904,904,298,-117.89,33.82,4.8906,179100,<1H OCEAN
297,894,894,303,-117.91,33.91,5.0096,221700,<1H OCEAN
297,793,793,300,-118.19,34.14,5.2962,291500,<1H OCEAN
297,928,928,295,-117.79,33.68,5.7858,265900,<1H OCEAN
297,981,981,319,-118.34,34.07,5.8632,450000,<1H OCEAN
297,1173,1173,301,-119.85,34.44,6.0256,276800,NEAR OCEAN
297,1030,1030,280,-121.85,37.26,6.4339,289200,<1H OCEAN
297,924,924,301,-122.02,37.3,6.7123,354600,<1H OCEAN
297,665,665,310,-117.31,33.0,6.8443,492500,NEAR OCEAN
297,878,878,263,-118.04,33.76,7.0879,338800,<1H OCEAN
297,980,980,319,-118.02,34.13,7.7307,429000,INLAND
298,777,777,373,-115.46,33.19,1.0,40000,INLAND
298,1116,1116,361,-118.99,35.38,1.3451,57500,INLAND
298,1024,1024,328,-115.56,32.8,1.3882,69400,INLAND
298,1083,1083,275,-115.49,32.67,1.4828,73100,INLAND
298,1222,1222,347,-118.26,33.96,1.5303,95300,<1H OCEAN
298,934,934,320,-119.06,34.36,1.8618,183300,<1H OCEAN
298,1183,1183,286,-118.25,33.79,1.9208,139800,NEAR OCEAN
298,1272,1272,299,-118.29,34.04,2.1542,128100,<1H OCEAN
298,608,608,309,-122.13,38.01,2.1974,139300,NEAR BAY
298,578,578,346,-122.04,37.96,2.2411,151800,NEAR BAY
298,1296,1296,296,-119.43,36.61,2.4219,65800,INLAND
298,753,753,391,-118.18,34.11,2.6591,183800,<1H OCEAN
298,1609,1609,282,-117.06,32.57,2.6985,156500,NEAR OCEAN
298,934,934,327,-117.16,34.9,2.7305,73800,INLAND
298,746,746,310,-119.64,36.35,2.8125,70200,INLAND
298,660,660,313,-119.81,36.78,3.0,79700,INLAND
298,455,455,300,-117.25,32.79,3.0774,275000,NEAR OCEAN
298,850,850,315,-120.65,35.29,3.1818,249600,NEAR OCEAN
298,808,808,313,-117.19,34.05,3.2188,117800,INLAND
298,708,708,327,-118.14,34.69,3.2699,100000,INLAND
298,1257,1257,306,-118.21,33.98,3.2788,169000,<1H OCEAN
298,953,953,323,-122.06,38.25,3.3153,99000,INLAND
298,1005,1005,298,-118.1,34.01,3.4297,195800,<1H OCEAN
298,709,709,322,-117.4,33.96,3.575,125500,INLAND
298,1494,1494,278,-118.2,33.91,3.5878,118400,<1H OCEAN
298,712,712,285,-117.24,32.74,4.0268,298600,NEAR OCEAN
298,701,701,286,-118.12,33.82,4.1375,226000,<1H OCEAN
298,913,913,301,-121.04,37.66,4.1705,162800,INLAND
298,1038,1038,309,-117.91,34.12,4.1944,149500,<1H OCEAN
298,912,912,262,-117.35,33.21,4.25,150300,NEAR OCEAN
298,750,750,304,-122.67,38.43,4.5588,196400,<1H OCEAN
298,983,983,295,-117.12,32.57,4.8274,174100,NEAR OCEAN
298,784,784,299,-118.12,33.81,5.0447,249200,<1H OCEAN
298,836,836,302,-118.03,33.78,5.1061,257500,<1H OCEAN
298,906,906,316,-117.15,34.07,5.3526,129800,INLAND
298,742,742,292,-122.49,37.73,5.6204,406200,NEAR OCEAN
298,1023,1023,306,-117.83,34.15,8.0683,451500,INLAND
298,721,721,290,-122.56,37.92,8.9248,500001,NEAR BAY
299,1038,1038,358,-118.97,35.38,0.9951,48000,INLAND
299,1074,1074,291,-118.27,33.95,1.8814,94900,<1H OCEAN
299,637,637,309,-121.06,39.21,2.2083,103900,INLAND
299,651,651,331,-122.23,40.17,2.225,64700,INLAND
299,1347,1347,361,-118.21,34.08,2.2907,133900,<1H OCEAN
299,812,812,345,-119.25,36.32,2.75,72200,INLAND
299,1298,1298,322,-118.2,33.9,2.7813,105100,<1H OCEAN
299,892,892,345,-121.07,39.09,2.8864,143100,INLAND
299,698,698,345,-123.8,39.46,2.9243,131600,<1H OCEAN
299,793,793,350,-122.26,37.77,2.9732,282100,NEAR BAY
299,773,773,287,-121.2,38.67,2.9803,115400,INLAND
299,991,991,282,-117.06,32.57,3.0284,123600,NEAR OCEAN
299,785,785,328,-117.72,34.09,3.2566,151800,INLAND
299,1040,1040,292,-117.9,33.87,3.4338,195200,<1H OCEAN
299,861,861,290,-117.41,34.08,3.5655,95600,INLAND
299,1082,1082,303,-118.36,33.95,3.7237,170800,<1H OCEAN
299,1159,1159,351,-122.45,37.71,3.9167,243600,NEAR OCEAN
299,885,885,325,-118.0,33.84,4.0039,195100,<1H OCEAN
299,913,913,316,-122.11,37.66,4.1302,172700,NEAR BAY
299,964,964,303,-118.11,33.83,4.2703,220900,<1H OCEAN
299,787,787,299,-121.15,38.91,4.2723,193100,INLAND
299,806,806,342,-117.96,34.48,4.5769,159400,INLAND
299,889,889,312,-121.14,38.92,4.6771,212000,INLAND
299,884,884,273,-118.32,34.62,4.8409,264900,INLAND
299,815,815,360,-118.19,33.83,4.9,406300,NEAR OCEAN
299,926,926,308,-121.91,37.69,5.9345,259600,<1H OCEAN
299,838,838,313,-116.97,32.76,5.9878,270700,<1H OCEAN
299,818,818,308,-117.79,33.68,6.8722,326100,<1H OCEAN
299,827,827,286,-121.81,37.39,7.4559,456500,<1H OCEAN
299,662,662,343,-118.56,34.03,8.2934,500001,<1H OCEAN
299,847,847,299,-122.02,37.26,10.2666,500001,<1H OCEAN
300,949,949,378,-114.63,32.76,0.8585,45000,INLAND
300,1024,1024,280,-118.15,34.17,1.0846,146400,<1H OCEAN
300,1085,1085,314,-122.21,37.76,1.7546,80600,NEAR BAY
300,821,821,309,-122.29,37.78,1.9427,102200,NEAR BAY
300,881,881,353,-117.33,33.98,1.9531,162500,INLAND
300,984,984,316,-119.87,36.72,2.0658,67900,INLAND
300,1469,1469,314,-118.19,33.92,2.0785,139800,<1H OCEAN
300,1174,1174,282,-118.26,34.06,2.345,225000,<1H OCEAN
300,970,970,349,-119.69,36.25,2.395,94100,INLAND
300,790,790,299,-121.24,38.01,2.4342,125000,INLAND
300,964,964,272,-117.78,34.06,2.4464,128700,INLAND
300,842,842,309,-118.15,34.71,2.5278,97700,INLAND
300,986,986,301,-121.49,38.49,2.6613,77700,INLAND
300,765,765,326,-117.12,34.46,2.6827,110400,INLAND
300,648,648,284,-119.0,35.39,2.8295,72100,INLAND
300,667,667,310,-119.04,35.37,2.875,82700,INLAND
300,861,861,320,-121.7,37.94,2.8828,131100,INLAND
300,883,883,459,-120.02,38.86,3.017,97600,INLAND
300,705,705,314,-119.81,36.77,3.15,72200,INLAND
300,801,801,301,-118.24,34.12,3.1806,204200,<1H OCEAN
300,1262,1262,304,-117.94,34.05,3.3409,161200,<1H OCEAN
300,944,944,316,-122.3,38.28,3.3977,158700,NEAR BAY
300,1156,1156,280,-122.02,37.6,3.5,154300,NEAR BAY
300,539,539,408,-117.92,33.61,3.5682,500001,<1H OCEAN
300,782,782,321,-122.24,40.45,3.5978,80600,INLAND
300,1002,1002,315,-117.13,32.92,3.6196,163400,<1H OCEAN
300,768,768,336,-118.34,34.06,3.7167,327300,<1H OCEAN
300,1321,1321,328,-118.2,33.94,3.7361,171800,<1H OCEAN
300,1295,1295,303,-118.38,34.21,3.7708,170600,<1H OCEAN
300,490,490,419,-121.92,36.55,3.7852,465800,NEAR OCEAN
300,738,738,314,-118.12,33.79,4.1687,240700,<1H OCEAN
300,890,890,319,-122.45,37.72,4.3036,261800,NEAR BAY
300,1057,1057,361,-118.14,34.72,4.625,118100,INLAND
300,852,852,336,-117.78,33.68,4.6793,236800,<1H OCEAN
300,991,991,292,-122.32,37.97,4.6937,134100,NEAR BAY
300,847,847,303,-122.41,37.61,4.7381,347400,NEAR OCEAN
300,668,668,313,-117.18,32.69,5.1009,500001,NEAR OCEAN
300,943,943,300,-118.36,33.83,5.1984,353600,<1H OCEAN
300,859,859,321,-117.77,33.71,5.5631,227800,<1H OCEAN
300,891,891,292,-121.78,37.34,7.375,338400,<1H OCEAN
300,512,512,320,-122.23,37.42,7.4542,500001,NEAR OCEAN
300,802,802,303,-118.42,33.78,8.0957,500001,NEAR OCEAN
301,572,572,390,-122.6,38.93,1.4767,62000,INLAND
301,1042,1042,303,-118.17,33.79,1.55,100000,NEAR OCEAN
301,1157,1157,315,-118.18,33.99,1.6341,161800,<1H OCEAN
301,846,846,308,-122.25,40.17,1.8077,54100,INLAND
301,1222,1222,330,-119.28,36.54,1.8163,57400,INLAND
301,1321,1321,309,-121.76,36.9,2.0775,121400,<1H OCEAN
301,699,699,346,-119.83,34.43,2.1417,205000,NEAR OCEAN
301,859,859,294,-119.11,36.29,2.6065,93800,INLAND
301,715,715,312,-117.11,33.98,2.7344,149000,INLAND
301,1411,1411,317,-118.2,34.02,2.75,146000,<1H OCEAN
301,2054,2054,308,-118.43,34.28,3.0132,142600,<1H OCEAN
301,762,762,285,-121.86,36.6,3.038,195300,<1H OCEAN
301,1786,1786,302,-122.45,37.75,3.0804,313400,NEAR BAY
301,1690,1690,306,-117.9,33.73,3.2639,155200,<1H OCEAN
301,1072,1072,325,-118.1,33.91,3.2708,159700,<1H OCEAN
301,1075,1075,317,-121.77,36.93,3.2813,190000,<1H OCEAN
301,943,943,319,-124.01,40.97,3.538,102700,<1H OCEAN
301,1177,1177,308,-122.41,37.66,3.6667,218800,NEAR OCEAN
301,870,870,302,-121.57,39.16,3.725,84700,INLAND
301,1689,1689,333,-117.79,34.07,3.7583,116300,INLAND
301,955,955,335,-122.04,36.97,3.8259,253100,NEAR OCEAN
301,664,664,322,-118.46,34.01,4.0,500001,<1H OCEAN
301,1476,1476,280,-117.89,33.75,4.0231,139200,<1H OCEAN
301,471,471,303,-118.33,34.15,4.2679,331800,<1H OCEAN
301,988,988,291,-121.43,38.47,4.35,96200,INLAND
301,874,874,317,-122.14,37.69,4.4659,189100,NEAR BAY
301,1019,1019,318,-121.98,37.36,4.5625,242700,<1H OCEAN
301,589,589,263,-122.19,37.47,4.8068,312300,NEAR BAY
301,1126,1126,294,-122.13,37.47,4.983,166700,NEAR BAY
301,781,781,295,-122.08,37.71,5.0519,227000,NEAR BAY
301,999,999,298,-121.21,37.81,5.193,172100,INLAND
301,854,854,280,-122.11,37.64,5.2312,197600,NEAR BAY
301,724,724,314,-122.43,37.74,5.3292,300900,NEAR BAY
301,683,683,289,-117.24,32.81,5.4103,332400,NEAR OCEAN
301,838,838,303,-118.26,34.23,5.4306,326600,<1H OCEAN
301,771,771,292,-117.05,32.81,5.6402,228600,<1H OCEAN
301,817,817,290,-122.0,37.34,5.9158,343100,<1H OCEAN
301,805,805,280,-117.0,32.76,6.5645,189100,<1H OCEAN
301,826,826,299,-119.75,34.4,6.8927,500001,NEAR OCEAN
301,796,796,297,-121.01,37.74,8.7783,435000,INLAND
301,921,921,322,-122.21,37.46,10.8758,500001,NEAR OCEAN
302,976,976,364,-118.32,34.05,1.5882,327300,<1H OCEAN
302,1252,1252,339,-118.25,33.95,1.9798,98100,<1H OCEAN
302,1271,1271,295,-117.11,32.69,2.09,91800,NEAR OCEAN
302,924,924,308,-122.39,37.74,2.1767,185300,NEAR BAY
302,1369,1369,340,-117.1,32.69,2.2102,87200,NEAR OCEAN
302,1265,1265,328,-118.21,33.95,2.295,155200,<1H OCEAN
302,1093,1093,348,-120.21,36.77,2.3194,90600,INLAND
302,939,939,315,-121.54,39.47,2.4952,53900,INLAND
302,831,831,329,-120.99,37.66,2.5938,135600,INLAND
302,1466,1466,317,-117.74,34.05,2.625,94300,INLAND
302,718,718,347,-122.27,37.79,2.6354,187500,NEAR BAY
302,766,766,303,-122.27,38.28,2.6618,136200,NEAR BAY
302,782,782,338,-116.97,32.79,2.6635,113600,<1H OCEAN
302,1303,1303,298,-118.16,34.02,2.6964,138800,<1H OCEAN
302,950,950,289,-118.38,34.19,2.7379,181500,<1H OCEAN
302,824,824,298,-120.98,37.67,2.7621,109100,INLAND
302,2990,2990,294,-118.17,34.05,3.1528,121800,<1H OCEAN
302,608,608,374,-122.0,36.93,3.1932,400000,NEAR OCEAN
302,823,823,325,-118.31,33.97,3.2188,124200,<1H OCEAN
302,793,793,324,-122.04,37.62,3.2857,193200,NEAR BAY
302,591,591,304,-122.1,37.39,3.5909,353100,NEAR BAY
302,966,966,465,-117.93,33.85,3.875,183900,<1H OCEAN
302,1201,1201,312,-117.95,33.92,4.0,178200,<1H OCEAN
302,1067,1067,314,-117.68,34.07,4.0375,121300,INLAND
302,894,894,300,-118.45,34.26,4.175,209600,<1H OCEAN
302,984,984,280,-118.21,33.8,4.25,143100,NEAR OCEAN
302,863,863,317,-121.94,37.33,4.3,330500,<1H OCEAN
302,836,836,325,-118.26,34.23,4.5759,209200,<1H OCEAN
302,881,881,307,-122.16,37.76,4.6696,164300,NEAR BAY
302,800,800,315,-118.17,33.83,4.8693,277700,NEAR OCEAN
302,786,786,299,-117.31,34.03,5.0318,134500,INLAND
302,963,963,345,-118.36,33.86,5.543,305900,<1H OCEAN
302,767,767,319,-122.47,37.72,5.9114,399000,NEAR OCEAN
302,913,913,296,-117.65,34.13,5.9328,255900,INLAND
302,931,931,300,-118.54,34.27,6.7415,348200,<1H OCEAN
302,859,859,294,-118.19,34.2,7.419,483700,<1H OCEAN
302,798,798,304,-121.87,37.1,7.5755,402300,<1H OCEAN
302,574,574,1222,-116.26,33.65,10.2948,382400,INLAND
303,930,930,328,-117.08,32.75,1.2347,128100,NEAR OCEAN
303,656,656,383,-123.71,39.88,1.4952,69800,NEAR OCEAN
303,1135,1135,360,-114.68,33.49,1.6395,44400,INLAND
303,1048,1048,303,-123.16,39.13,1.7813,94700,<1H OCEAN
303,825,825,444,-120.02,39.24,1.8269,225000,INLAND
303,642,642,308,-120.47,34.94,1.8633,109400,<1H OCEAN
303,891,891,346,-119.08,36.02,1.9439,62100,INLAND
303,984,984,297,-122.19,37.76,1.9479,85800,NEAR BAY
303,1279,1279,317,-118.2,34.05,1.9615,141700,<1H OCEAN
303,648,648,293,-122.27,37.85,2.1202,155500,NEAR BAY
303,1237,1237,395,-122.24,37.79,2.125,95500,NEAR BAY
303,1027,1027,315,-118.27,33.95,2.2946,88800,<1H OCEAN
303,1294,1294,310,-117.63,34.06,2.3636,88300,INLAND
303,688,688,308,-122.3,37.9,2.3946,141700,NEAR BAY
303,778,778,279,-117.93,33.86,2.6563,155000,<1H OCEAN
303,855,855,325,-121.43,37.75,2.75,127300,INLAND
303,837,837,313,-121.61,39.77,2.963,89500,INLAND
303,794,794,318,-121.65,39.76,3.0,96700,INLAND
303,881,881,312,-118.13,34.04,3.1083,220500,<1H OCEAN
303,1181,1181,326,-118.37,34.21,3.1563,176400,<1H OCEAN
303,901,901,321,-119.73,36.75,3.1719,67900,INLAND
303,659,659,330,-121.95,37.35,3.3333,237900,<1H OCEAN
303,1355,1355,297,-117.73,34.09,3.5313,117800,INLAND
303,796,796,322,-117.07,32.63,3.5583,154900,NEAR OCEAN
303,971,971,290,-122.35,37.95,3.6094,114600,NEAR BAY
303,904,904,312,-119.43,36.63,3.625,107600,INLAND
303,1326,1326,288,-117.7,34.07,3.7969,128400,INLAND
303,937,937,315,-118.97,35.41,3.996,85500,INLAND
303,1021,1021,318,-117.85,34.13,4.3145,233000,INLAND
303,782,782,308,-118.44,33.99,4.3333,303900,<1H OCEAN
303,783,783,284,-122.31,38.27,4.3585,194400,NEAR BAY
303,617,617,322,-118.35,34.06,5.3819,440900,<1H OCEAN
303,945,945,292,-117.85,33.83,5.6784,232400,<1H OCEAN
303,813,813,299,-122.39,37.59,6.0374,500001,NEAR OCEAN
303,1047,1047,328,-121.78,37.31,6.234,292200,<1H OCEAN
303,772,772,299,-122.38,37.58,6.471,500001,NEAR OCEAN
303,1002,1002,307,-117.0,32.67,6.6143,264100,NEAR OCEAN
303,1060,1060,295,-117.77,33.71,7.3141,337100,<1H OCEAN
303,854,854,311,-122.0,37.28,8.3605,500001,<1H OCEAN
303,941,941,322,-118.21,34.22,8.3695,500001,<1H OCEAN
303,862,862,295,-118.05,34.14,8.9728,500001,INLAND
303,643,643,313,-118.07,33.73,9.8346,401700,NEAR OCEAN
303,900,900,313,-118.11,34.12,10.6767,500001,<1H OCEAN
304,1074,1074,341,-122.28,37.82,1.2171,80300,NEAR BAY
304,1334,1334,347,-120.04,36.95,1.3594,48300,INLAND
304,1025,1025,374,-118.99,35.38,1.4024,51000,INLAND
304,1292,1292,342,-118.25,34.0,1.5781,102900,<1H OCEAN
304,892,892,316,-121.26,37.96,1.7898,63500,INLAND
304,616,616,322,-122.26,37.83,2.026,142500,NEAR BAY
304,696,696,327,-118.14,34.69,2.1167,94900,INLAND
304,922,922,325,-119.01,35.35,2.1875,58000,INLAND
304,508,508,313,-117.28,32.75,2.2328,266700,NEAR OCEAN
304,677,677,325,-121.42,36.85,2.3125,170800,INLAND
304,1062,1062,315,-121.48,38.61,2.3438,89400,INLAND
304,1140,1140,314,-121.31,37.93,2.4667,81400,INLAND
304,721,721,300,-121.24,38.0,2.4688,126800,INLAND
304,521,521,309,-119.72,34.43,2.6014,320600,<1H OCEAN
304,981,981,359,-119.06,34.36,2.7951,199300,<1H OCEAN
304,863,863,481,-116.3,33.68,2.8882,137500,INLAND
304,1296,1296,328,-118.1,34.05,2.913,152300,<1H OCEAN
304,689,689,327,-117.14,32.74,3.125,172700,NEAR OCEAN
304,822,822,343,-122.7,38.44,3.2935,157800,<1H OCEAN
304,711,711,320,-118.45,34.03,3.3482,318100,<1H OCEAN
304,1140,1140,317,-118.3,33.97,3.375,98500,<1H OCEAN
304,711,711,352,-118.31,33.79,3.3958,250000,<1H OCEAN
304,937,937,333,-118.06,33.8,3.6217,195300,<1H OCEAN
304,872,872,317,-116.94,32.83,3.7831,147800,<1H OCEAN
304,744,744,303,-122.68,38.45,4.0139,163100,<1H OCEAN
304,1138,1138,278,-122.43,37.71,4.0234,266500,NEAR BAY
304,930,930,339,-117.11,33.78,4.1875,161200,INLAND
304,1472,1472,339,-117.93,33.75,4.2219,162800,<1H OCEAN
304,788,788,313,-122.06,37.96,4.2917,189600,NEAR BAY
304,1014,1014,330,-117.23,33.24,4.3068,240100,<1H OCEAN
304,758,758,301,-117.99,33.94,4.3125,214000,<1H OCEAN
304,970,970,281,-121.82,37.37,4.4167,215200,<1H OCEAN
304,899,899,319,-121.97,38.34,4.5568,127200,INLAND
304,988,988,322,-122.42,37.73,4.5769,254500,NEAR BAY
304,957,957,306,-117.99,33.85,4.9777,212600,<1H OCEAN
304,868,868,290,-117.28,34.06,5.1365,136700,INLAND
304,848,848,338,-117.34,33.46,5.5395,273300,<1H OCEAN
304,938,938,296,-118.48,34.26,5.749,238000,<1H OCEAN
304,941,941,342,-121.94,37.53,5.761,259600,<1H OCEAN
304,947,947,307,-116.92,32.76,5.9202,181300,<1H OCEAN
304,747,747,330,-118.59,34.15,6.7694,369700,<1H OCEAN
304,772,772,316,-117.88,33.55,10.1275,500001,<1H OCEAN
305,1058,1058,309,-119.86,34.38,1.5071,316700,NEAR OCEAN
305,1331,1331,330,-119.44,36.59,1.516,56700,INLAND
305,1435,1435,302,-118.19,34.05,1.6667,133600,<1H OCEAN
305,918,918,347,-118.31,34.1,1.705,350000,<1H OCEAN
305,1054,1054,305,-122.02,36.96,2.0172,112500,NEAR OCEAN
305,1279,1279,352,-116.22,33.73,2.1217,68500,INLAND
305,1068,1068,321,-121.75,36.92,2.4615,177800,<1H OCEAN
305,737,737,314,-122.88,38.46,2.5687,249200,<1H OCEAN
305,1176,1176,334,-122.41,37.75,2.6538,206300,NEAR BAY
305,675,675,283,-117.41,33.95,2.9583,132100,INLAND
305,877,877,273,-118.17,33.91,3.1087,171000,<1H OCEAN
305,662,662,322,-118.34,33.99,3.1731,140300,<1H OCEAN
305,937,937,296,-121.37,38.68,3.1786,83400,INLAND
305,834,834,449,-120.93,38.26,3.2937,114200,INLAND
305,719,719,340,-121.89,37.31,3.3682,235200,<1H OCEAN
305,1011,1011,323,-117.92,34.08,3.5536,207000,<1H OCEAN
305,848,848,308,-121.41,38.69,3.6429,105200,INLAND
305,1003,1003,313,-122.18,37.72,3.8047,156700,NEAR BAY
305,1009,1009,288,-122.1,37.4,3.9091,276000,NEAR BAY
305,938,938,344,-118.5,34.2,3.915,217700,<1H OCEAN
305,999,999,307,-121.2,38.28,3.9808,160200,INLAND
305,831,831,298,-121.38,38.68,4.0673,84200,INLAND
305,810,810,319,-118.11,33.8,4.3897,235000,<1H OCEAN
305,934,934,348,-121.99,38.48,4.6719,250000,INLAND
305,822,822,300,-122.42,37.61,4.7,341300,NEAR OCEAN
305,975,975,319,-118.06,33.98,4.7266,177600,<1H OCEAN
305,895,895,320,-118.59,34.21,5.0462,227700,<1H OCEAN
305,874,874,301,-117.02,32.81,5.4544,180900,<1H OCEAN
305,1221,1221,300,-121.79,37.23,6.0198,289600,<1H OCEAN
305,852,852,298,-117.93,33.84,6.0531,287100,<1H OCEAN
305,727,727,290,-118.43,34.05,6.7115,500001,<1H OCEAN
305,834,834,312,-118.39,34.04,7.3028,500001,<1H OCEAN
305,933,933,278,-117.66,34.12,8.8204,390500,INLAND
305,840,840,304,-119.85,36.84,8.9669,213900,INLAND
305,878,878,323,-118.0,33.96,9.1541,453800,<1H OCEAN
305,759,759,285,-118.17,34.14,11.7894,500001,<1H OCEAN
306,1061,1061,349,-119.23,36.39,1.4812,53500,INLAND
306,1386,1386,332,-119.77,36.75,1.5227,46900,INLAND
306,794,794,333,-118.35,34.03,1.975,138100,<1H OCEAN
306,907,907,320,-122.17,37.75,1.9821,98300,NEAR BAY
306,1275,1275,322,-118.25,34.07,2.0,175000,<1H OCEAN
306,1425,1425,311,-117.37,33.2,2.0272,99600,NEAR OCEAN
306,1029,1029,307,-122.4,37.75,2.0577,214600,NEAR BAY
306,1344,1344,317,-118.91,35.27,2.0921,61400,INLAND
306,983,983,332,-117.09,32.67,2.0972,117000,NEAR OCEAN
306,882,882,335,-120.84,37.07,2.2019,100000,INLAND
306,1602,1602,297,-117.86,33.72,2.3333,157700,<1H OCEAN
306,730,730,331,-121.41,39.72,2.3895,87500,INLAND
306,947,947,360,-122.56,41.69,2.4107,70100,INLAND
306,1227,1227,314,-118.3,34.05,2.4297,162500,<1H OCEAN
306,1137,1137,308,-119.74,36.15,2.4688,61300,INLAND
306,848,848,354,-121.45,38.53,2.4741,87000,INLAND
306,872,872,312,-124.14,40.8,2.5,72600,NEAR OCEAN
306,806,806,347,-120.72,38.38,2.525,157200,INLAND
306,1172,1172,326,-121.03,39.37,2.6341,85000,INLAND
306,1378,1378,309,-118.37,34.2,2.8917,170400,<1H OCEAN
306,1630,1630,335,-118.43,34.25,2.9205,143100,<1H OCEAN
306,771,771,312,-119.04,35.36,3.0435,69500,INLAND
306,994,994,678,-120.89,37.21,3.2262,97200,INLAND
306,986,986,314,-117.9,33.85,3.3375,186200,<1H OCEAN
306,620,620,309,-121.98,37.28,3.3922,269100,<1H OCEAN
306,852,852,274,-118.11,34.16,3.4583,239900,INLAND
306,846,846,293,-121.3,38.65,3.5852,121600,INLAND
306,1233,1233,336,-118.16,34.0,3.6583,150500,<1H OCEAN
306,774,774,295,-118.43,34.22,3.6618,187300,<1H OCEAN
306,694,694,317,-119.71,34.41,3.6823,255000,NEAR OCEAN
306,704,704,330,-118.15,34.11,3.7895,364800,<1H OCEAN
306,1441,1441,317,-117.99,34.05,3.7917,151100,<1H OCEAN
306,1091,1091,324,-119.71,34.42,4.1062,252900,<1H OCEAN
306,1283,1283,302,-118.36,33.95,4.1635,163900,<1H OCEAN
306,903,903,320,-117.44,33.94,4.1776,118700,INLAND
306,1012,1012,290,-117.96,33.76,4.2813,189500,<1H OCEAN
306,1818,1818,320,-118.41,34.29,4.2969,145800,<1H OCEAN
306,819,819,294,-118.56,34.22,4.3194,197000,<1H OCEAN
306,814,814,270,-118.32,33.97,4.3919,157100,<1H OCEAN
306,910,910,316,-118.13,33.91,4.4948,190600,<1H OCEAN
306,715,715,357,-122.3,37.93,4.5,304000,NEAR BAY
306,841,841,285,-122.5,37.76,4.5329,278800,NEAR OCEAN
306,843,843,324,-122.77,38.33,4.5875,290700,<1H OCEAN
306,735,735,324,-122.56,37.97,4.6944,398900,NEAR BAY
306,1066,1066,303,-121.75,36.95,4.7071,202700,<1H OCEAN
306,799,799,295,-118.31,33.73,5.0874,368500,NEAR OCEAN
306,897,897,338,-118.33,33.89,5.1874,230800,<1H OCEAN
306,788,788,311,-118.43,34.03,5.2099,373600,<1H OCEAN
306,722,722,329,-122.28,37.89,5.4171,292000,NEAR BAY
306,723,723,301,-122.53,37.92,5.5379,410500,NEAR BAY
306,751,751,308,-122.3,37.53,6.0,384200,NEAR OCEAN
306,1048,1048,298,-117.88,33.82,6.0488,232000,<1H OCEAN
306,934,934,265,-118.65,34.27,6.0783,229200,<1H OCEAN
306,887,887,293,-118.02,33.97,6.148,313800,<1H OCEAN
306,859,859,345,-118.49,34.04,8.0257,500001,<1H OCEAN
306,807,807,314,-118.4,33.89,8.1596,500001,<1H OCEAN
306,905,905,310,-122.27,37.54,8.9083,500001,NEAR BAY
307,971,971,367,-121.44,38.64,1.0398,62100,INLAND
307,1114,1114,314,-117.13,32.71,1.2614,87500,NEAR OCEAN
307,1406,1406,359,-118.27,34.05,1.3169,112500,<1H OCEAN
307,779,779,297,-122.25,38.05,1.6767,147700,NEAR BAY
