Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
1511,3731,3731,1617,-118.45,34.12,9.7449,500001.0,<1H OCEAN
273,1085,1085,318,-118.2,34.05,1.7054,132855.0,<1H OCEAN
337,1173,1173,318,-117.93,33.86,4.5774,187207.0,<1H OCEAN
487,1338,1338,488,-117.3,34.54,3.2596,106601.0,INLAND
211,513,513,213,-117.19,32.75,6.1309,347217.11,NEAR OCEAN
369,1083,1083,365,-118.3,33.86,5.1727,249379.0,<1H OCEAN
705,2341,2341,737,-117.09,32.68,2.0114,111137.0,NEAR OCEAN
1161,3954,3954,1198,-117.61,34.12,4.6997,169010.0,INLAND
121,364,364,136,-119.01,35.37,1.4779,57565.0,INLAND
145,407,407,149,-118.23,34.13,4.5766,231985.0,<1H OCEAN
83,433,433,60,-118.44,34.26,5.5124,261521.1,<1H OCEAN
303,778,778,279,-117.93,33.86,2.6563,185454.0,<1H OCEAN
265,810,810,233,-117.95,33.67,8.289,378905.12,<1H OCEAN
258,812,812,294,-123.39,38.99,3.4063,138956.0,<1H OCEAN
481,1161,1161,536,-118.39,34.03,3.2228,285004.01,<1H OCEAN
378,648,648,427,-118.46,33.97,3.8698,440094.59,<1H OCEAN
1036,1886,1886,1192,-118.44,34.05,4.4674,448307.57,<1H OCEAN
338,923,923,389,-118.19,34.87,5.0553,144342.0,INLAND
630,1905,1905,662,-116.98,32.75,4.375,194673.0,<1H OCEAN
20,51,51,49,-115.88,32.93,4.0208,178680.03,INLAND
319,980,980,327,-118.27,33.8,3.35,169122.0,<1H OCEAN
42,98,98,372,-120.06,39.15,1.1912,119020.99,INLAND
285,578,578,303,-121.92,36.62,2.5625,236110.0,NEAR OCEAN
346,1039,1039,328,-119.33,36.32,3.5313,93801.0,INLAND
805,2553,2553,867,-121.24,37.79,4.075,178145.0,INLAND
324,1094,1094,327,-122.21,38.02,6.0224,250119.0,NEAR BAY
830,1711,1711,851,-122.41,37.79,3.0296,363223.11,NEAR BAY
4372,12153,12153,4492,-121.68,36.72,3.2652,192393.0,<1H OCEAN
557,1846,1846,588,-122.42,37.76,1.3365,179095.0,NEAR BAY
486,1849,1849,516,-117.02,32.7,4.1837,140984.0,NEAR OCEAN
354,845,845,450,-119.85,36.76,1.8214,61145.0,INLAND
442,1383,1383,458,-117.82,33.72,6.5987,299930.02,<1H OCEAN
208,495,495,215,-122.45,37.79,10.7097,495318.95,NEAR BAY
1053,1939,1939,1116,-122.43,37.77,2.7587,403748.27,NEAR BAY
171,653,653,197,-122.45,37.72,4.2167,234219.0,NEAR BAY
1102,3906,3906,1190,-118.3,34.09,2.1927,227450.0,<1H OCEAN
287,491,491,318,-118.4,34.03,3.2222,327128.05,<1H OCEAN
222,989,989,205,-117.06,32.6,2.7014,126757.0,NEAR OCEAN
418,1512,1512,359,-118.27,34.13,2.1071,202774.0,<1H OCEAN
231,548,548,240,-120.65,35.28,2.5455,205116.0,NEAR OCEAN
606,1537,1537,661,-122.05,37.37,6.6085,395124.07,<1H OCEAN
257,629,629,251,-117.84,33.8,4.3661,217060.0,<1H OCEAN
226,529,529,338,-120.41,38.33,3.024,116534.0,INLAND
184,462,462,202,-122.07,38.0,3.625,155140.0,NEAR BAY
284,802,802,313,-121.52,38.9,2.9048,108900.0,INLAND
142,461,461,176,-122.66,38.81,3.4375,147082.0,INLAND
338,835,835,306,-122.11,37.7,2.3274,159480.0,NEAR BAY
90,230,230,198,-116.88,34.25,4.9643,177064.0,INLAND
689,1059,1059,706,-118.37,34.09,2.8942,327738.13,<1H OCEAN
724,1572,1572,670,-117.88,33.78,3.3472,196130.0,<1H OCEAN
754,1977,1977,1044,-121.03,40.35,2.1833,85024.0,INLAND
426,807,807,453,-118.17,33.74,3.7838,342855.15,NEAR OCEAN
221,627,627,210,-118.01,33.95,4.6923,188684.0,<1H OCEAN
466,1327,1327,490,-117.86,34.1,3.5977,188700.0,<1H OCEAN
233,719,719,229,-118.09,33.96,3.425,172165.0,<1H OCEAN
1262,3068,3068,1401,-118.17,33.77,2.2808,168660.0,NEAR OCEAN
219,601,601,236,-122.44,37.78,2.151,244180.06,NEAR BAY
274,744,744,298,-118.29,34.1,2.7054,219510.02,<1H OCEAN
271,776,776,280,-118.11,33.81,6.2187,345164.04,<1H OCEAN
472,811,811,502,-117.15,32.76,2.75,179500.01,NEAR OCEAN
295,692,692,294,-119.02,35.34,2.3125,75064.0,INLAND
795,2356,2356,852,-117.69,33.65,6.1062,264917.0,<1H OCEAN
313,792,792,350,-117.2,32.83,2.8472,197419.0,NEAR OCEAN
13,43,43,17,-122.52,38.7,0.536,110320.99,INLAND
410,601,601,495,-117.16,32.74,3.0571,249336.03,NEAR OCEAN
639,1075,1075,791,-118.45,33.96,5.723,431483.44,<1H OCEAN
542,1336,1336,576,-118.1,34.01,1.3365,160507.0,<1H OCEAN
168,605,605,198,-118.29,33.93,2.2778,116775.0,<1H OCEAN
347,986,986,372,-118.56,34.19,4.8125,234851.01,<1H OCEAN
728,2566,2566,1020,-122.75,38.46,3.0147,166243.0,<1H OCEAN
499,1669,1669,476,-121.8,36.94,2.8214,170261.0,<1H OCEAN
315,613,613,331,-118.32,34.19,3.0179,246023.07,<1H OCEAN
207,506,506,200,-122.28,37.88,4.1912,263501.0,NEAR BAY
696,1807,1807,758,-122.41,37.62,3.2216,260150.0,NEAR OCEAN
432,884,884,435,-118.37,34.07,5.24,446161.39,<1H OCEAN
494,1170,1170,502,-120.66,35.28,2.1786,198390.0,NEAR OCEAN
4616,9851,9851,4952,-117.34,33.98,1.7579,100993.0,INLAND
403,1363,1363,403,-117.68,33.54,7.618,329250.03,<1H OCEAN
190,567,567,200,-118.3,33.97,2.6311,129852.0,<1H OCEAN
647,1938,1938,623,-119.78,36.8,2.8994,81682.0,INLAND
335,763,763,334,-121.64,39.74,2.3711,85112.0,INLAND
393,1229,1229,410,-118.11,33.86,5.3889,241744.0,<1H OCEAN
275,753,753,270,-118.01,34.16,5.532,333516.03,INLAND
696,2603,2603,716,-120.58,37.36,2.2179,82937.0,INLAND
396,960,960,396,-117.28,34.41,2.9934,106145.0,INLAND
532,1325,1325,544,-119.69,34.42,1.2762,251300.0,<1H OCEAN
292,878,878,342,-117.27,34.5,6.0296,186730.0,INLAND
1174,3432,3432,1367,-118.3,34.1,1.7083,301887.02,<1H OCEAN
156,495,495,164,-122.03,38.24,5.4074,215207.0,INLAND
286,761,761,273,-123.79,39.44,2.7813,130935.0,<1H OCEAN
851,1639,1639,945,-122.21,37.52,2.7399,218187.0,NEAR BAY
760,1411,1411,834,-118.51,34.17,3.1885,308301.18,<1H OCEAN
484,1605,1605,515,-117.81,33.84,10.5981,470388.74,<1H OCEAN
1605,5023,5023,1655,-122.47,37.65,4.6452,282881.0,NEAR OCEAN
1693,4514,4514,1765,-119.23,34.46,3.2026,251061.05,<1H OCEAN
590,1529,1529,647,-118.58,34.24,3.2426,213088.0,<1H OCEAN
390,1311,1311,367,-118.99,35.33,1.6786,60626.0,INLAND
542,1516,1516,535,-118.25,34.22,3.8068,267680.0,<1H OCEAN
989,2153,2153,1110,-117.9,33.7,4.6483,223682.0,<1H OCEAN
531,1610,1610,538,-121.99,37.37,4.2422,225703.0,<1H OCEAN
341,655,655,359,-118.34,34.01,2.5568,164114.01,<1H OCEAN
674,3842,3842,679,-117.91,33.75,3.0635,168825.0,<1H OCEAN
296,782,782,351,-117.02,34.9,1.6515,53968.98,INLAND
335,839,839,352,-118.39,33.97,6.5778,407139.15,<1H OCEAN
87,311,311,86,-119.45,36.48,3.1719,90706.0,INLAND
372,1037,1037,369,-121.9,38.02,3.6154,147704.0,INLAND
410,1083,1083,429,-117.23,32.81,8.1844,415327.27,NEAR OCEAN
848,1622,1622,913,-118.32,34.01,2.4934,171169.03,<1H OCEAN
506,1146,1146,510,-118.39,33.97,5.1333,417938.21,<1H OCEAN
202,514,514,191,-122.25,37.86,7.0897,361466.04,NEAR BAY
244,497,497,287,-117.92,33.64,2.75,231506.04,<1H OCEAN
372,913,913,375,-118.38,34.58,4.3456,199936.99,INLAND
538,3416,3416,557,-117.88,33.74,3.0083,166306.0,<1H OCEAN
166,1283,1283,148,-117.15,32.7,1.2863,81269.01,NEAR OCEAN
332,1135,1135,301,-115.57,32.78,5.128,136778.0,INLAND
501,1625,1625,520,-117.95,33.79,4.4667,186827.0,<1H OCEAN
1822,4533,4533,2055,-118.31,34.07,2.3105,305058.08,<1H OCEAN
952,1824,1824,977,-122.43,37.75,5.0519,348055.01,NEAR BAY
434,1312,1312,533,-121.84,36.52,6.5234,420111.4,NEAR OCEAN
342,871,871,347,-122.3,37.52,8.1039,483637.66,NEAR OCEAN
239,735,735,271,-118.22,34.14,3.7404,266584.0,<1H OCEAN
896,3688,3688,1042,-117.27,34.1,1.8022,82613.0,INLAND
170,730,730,162,-118.27,33.99,1.8047,102022.0,<1H OCEAN
696,2494,2494,675,-122.49,37.67,5.2848,282779.0,NEAR OCEAN
789,1659,1659,871,-118.37,34.16,3.1106,320135.11,<1H OCEAN
352,888,888,347,-118.96,35.38,3.6734,91022.0,INLAND
452,1344,1344,444,-121.26,38.66,6.1183,203403.0,INLAND
414,1103,1103,430,-118.12,34.1,4.0556,248933.0,<1H OCEAN
484,2481,2481,551,-118.04,34.06,3.1875,167775.0,<1H OCEAN
435,1311,1311,465,-117.25,33.08,7.5402,345171.05,NEAR OCEAN
396,985,985,392,-122.01,39.21,2.5556,84608.0,INLAND
448,952,952,445,-117.29,33.15,4.0625,278315.15,NEAR OCEAN
1204,2741,2741,1293,-117.05,33.05,5.6436,230297.0,<1H OCEAN
351,918,918,401,-122.01,37.99,3.7841,153635.0,NEAR BAY
301,838,838,303,-118.26,34.23,5.4306,330144.0,<1H OCEAN
402,1268,1268,412,-120.57,37.43,2.6758,91287.0,INLAND
443,1459,1459,497,-118.12,34.6,2.3958,125269.0,INLAND
455,1825,1825,458,-118.14,34.02,1.4178,158442.0,<1H OCEAN
391,1000,1000,414,-117.07,32.61,2.1765,126516.0,NEAR OCEAN
329,1544,1544,374,-119.31,36.62,1.7292,53817.0,INLAND
423,1204,1204,437,-119.05,35.34,4.0529,95035.0,INLAND
195,671,671,257,-121.76,36.75,3.8424,232693.04,<1H OCEAN
570,1705,1705,615,-119.83,36.77,2.4286,75446.0,INLAND
554,1602,1602,603,-121.46,38.66,3.9914,141782.0,INLAND
382,1116,1116,399,-121.44,38.63,1.3302,65275.0,INLAND
214,913,913,230,-118.07,33.96,2.6991,164962.0,<1H OCEAN
381,875,875,348,-122.63,38.23,4.0703,225228.0,<1H OCEAN
682,2255,2255,686,-118.3,33.79,3.0057,229308.0,<1H OCEAN
231,564,564,289,-122.4,38.53,3.6118,156810.0,INLAND
335,713,713,357,-118.35,34.04,2.1711,177535.01,<1H OCEAN
463,911,911,641,-118.43,34.06,7.2675,486306.82,<1H OCEAN
781,2588,2588,828,-117.44,34.09,2.375,101812.0,INLAND
292,1354,1354,263,-118.24,33.97,2.5833,115961.0,<1H OCEAN
576,2625,2625,603,-118.18,33.9,3.0909,151027.0,<1H OCEAN
597,1347,1347,553,-117.1,32.67,1.2745,91854.0,NEAR OCEAN
204,506,506,198,-122.28,37.85,1.73,122504.0,NEAR BAY
258,945,945,292,-117.13,32.7,0.8991,91645.0,NEAR OCEAN
225,570,570,416,-118.65,36.57,1.4821,71832.98,INLAND
615,1784,1784,623,-118.64,34.18,5.1641,317514.02,<1H OCEAN
381,1222,1222,418,-121.97,37.8,7.9168,387842.06,<1H OCEAN
217,782,782,193,-118.28,33.98,2.2411,116207.0,<1H OCEAN
206,678,678,192,-117.89,33.89,13.1107,492131.75,<1H OCEAN
464,1488,1488,469,-117.9,34.06,5.3664,245582.0,<1H OCEAN
303,643,643,313,-118.07,33.73,9.8346,478307.71,NEAR OCEAN
356,2030,2030,414,-120.08,36.34,2.1153,54339.0,INLAND
345,972,972,360,-119.8,36.72,0.9513,53248.0,INLAND
199,537,537,214,-119.34,36.21,0.8229,61629.0,INLAND
240,786,786,263,-119.69,36.86,4.0,118879.0,INLAND
533,1543,1543,575,-117.97,33.77,2.6618,191855.0,<1H OCEAN
247,587,587,254,-121.82,38.01,2.6364,125658.0,INLAND
340,922,922,332,-118.01,34.12,3.94,224009.0,INLAND
329,963,963,307,-122.45,40.56,3.9375,106713.0,INLAND
665,1551,1551,763,-118.53,34.03,7.0318,467148.69,<1H OCEAN
178,741,741,185,-118.47,34.27,5.741,221763.0,<1H OCEAN
346,889,889,363,-121.29,38.67,3.6516,129996.0,INLAND
462,1723,1723,491,-118.26,33.78,2.0458,157826.0,NEAR OCEAN
453,1401,1401,411,-117.98,33.7,4.1603,205235.0,<1H OCEAN
297,1104,1104,370,-118.21,33.89,2.2125,123625.0,<1H OCEAN
109,398,398,113,-122.22,37.47,2.5,205361.01,NEAR OCEAN
342,866,866,365,-124.11,40.95,2.96,104422.0,NEAR OCEAN
654,1823,1823,665,-121.26,38.14,3.5333,124705.0,INLAND
531,1681,1681,559,-117.96,34.53,3.8594,130973.0,INLAND
171,382,382,261,-121.91,36.42,3.7083,441531.13,NEAR OCEAN
461,1439,1439,485,-118.39,34.19,3.0491,210644.0,<1H OCEAN
203,466,466,171,-117.4,33.94,3.1458,119277.0,INLAND
573,1619,1619,633,-118.3,34.26,3.5568,216136.0,<1H OCEAN
158,841,841,153,-118.22,33.91,2.6154,118719.0,<1H OCEAN
543,1664,1664,542,-117.86,34.09,6.1498,313849.05,<1H OCEAN
618,1509,1509,612,-121.45,38.61,1.0424,86627.0,INLAND
499,1584,1584,481,-117.34,34.18,4.6312,132346.0,INLAND
432,1486,1486,428,-120.47,34.65,4.2875,178422.0,NEAR OCEAN
259,866,866,301,-122.22,37.77,2.59,115713.0,NEAR BAY
345,811,811,346,-118.33,33.88,3.2417,245316.0,<1H OCEAN
245,677,677,264,-121.01,37.72,2.5486,103043.0,INLAND
321,973,973,330,-117.4,33.76,4.4875,160785.0,INLAND
259,751,751,258,-118.4,34.0,5.444,353923.08,<1H OCEAN
614,2043,2043,597,-118.09,34.03,5.5,274189.01,<1H OCEAN
881,2008,2008,877,-120.78,38.74,2.1603,125150.0,INLAND
340,756,756,339,-122.22,37.81,4.072,232226.0,NEAR BAY
233,584,584,525,-120.06,39.25,3.01,125506.0,INLAND
418,1381,1381,406,-117.04,32.81,6.5412,276763.0,<1H OCEAN
775,1919,1919,856,-117.61,33.42,4.0313,305088.08,NEAR OCEAN
619,1228,1228,663,-121.31,37.98,3.0625,110911.0,INLAND
242,690,690,251,-122.04,37.67,6.0501,268190.0,NEAR BAY
627,1518,1518,592,-121.53,38.57,4.0833,166016.0,INLAND
269,1095,1095,274,-118.21,33.8,2.7308,177421.0,NEAR OCEAN
812,1553,1553,847,-122.27,37.56,4.9434,321191.05,NEAR BAY
29,153,153,72,-122.41,37.78,3.8625,286990.06,NEAR BAY
342,1133,1133,376,-119.67,36.82,4.5577,120751.0,INLAND
233,987,987,241,-118.43,34.24,4.0057,183034.0,<1H OCEAN
635,1531,1531,666,-121.9,37.3,4.537,277044.0,<1H OCEAN
743,2365,2365,831,-118.94,35.38,3.7533,87942.0,INLAND
517,1264,1264,565,-121.74,36.49,4.4209,236264.0,<1H OCEAN
2660,7307,7307,2814,-118.46,34.23,2.585,175612.0,<1H OCEAN
92,318,318,89,-118.17,34.1,1.3125,185921.06,<1H OCEAN
709,1606,1606,711,-117.1,32.77,5.7768,275882.06,NEAR OCEAN
425,994,994,487,-116.32,34.14,1.69,63718.0,INLAND
274,743,743,279,-118.36,33.84,5.7654,331701.0,<1H OCEAN
462,1435,1435,482,-117.37,33.22,3.676,190904.0,NEAR OCEAN
789,2172,2172,783,-121.97,37.57,4.6146,215115.0,<1H OCEAN
477,1994,1994,476,-116.19,33.67,1.7297,69212.0,INLAND
343,1085,1085,349,-117.96,33.68,4.7656,274242.02,<1H OCEAN
317,1937,1937,330,-121.84,37.33,4.1146,175611.0,<1H OCEAN
306,848,848,354,-121.45,38.53,2.4741,85955.0,INLAND
271,650,650,273,-117.26,32.95,5.6582,322847.13,NEAR OCEAN
471,872,872,472,-122.43,37.77,3.2981,386565.12,NEAR BAY
363,957,957,361,-118.31,33.73,4.2059,294963.0,NEAR OCEAN
55,142,142,272,-121.82,36.86,2.1719,277626.15,NEAR OCEAN
90,268,268,134,-122.83,38.89,3.4514,133943.0,<1H OCEAN
677,1487,1487,749,-122.24,37.8,2.5238,197240.0,NEAR BAY
418,1139,1139,409,-118.09,34.18,10.2289,470549.5,INLAND
1109,2325,2325,1200,-119.81,36.83,4.049,109848.0,INLAND
261,3574,3574,212,-120.65,35.32,1.0298,183624.03,NEAR OCEAN
62,214,214,111,-122.7,39.14,3.3929,115694.0,INLAND
308,673,673,305,-122.09,37.67,2.3357,175453.0,NEAR BAY
829,1722,1722,1285,-119.21,34.12,4.3427,320553.12,NEAR OCEAN
681,1817,1817,741,-119.78,36.83,4.2153,100012.0,INLAND
666,2354,2354,677,-117.88,33.76,3.4345,192927.0,<1H OCEAN
482,1095,1095,694,-121.65,38.03,3.4402,154348.0,INLAND
407,1103,1103,445,-117.96,33.7,4.725,217230.0,<1H OCEAN
304,711,711,352,-118.31,33.79,3.3958,241047.0,<1H OCEAN
597,1358,1358,597,-122.21,37.84,6.0194,367843.05,NEAR BAY
909,2561,2561,950,-122.24,37.49,3.8684,331049.02,NEAR OCEAN
152,233,233,168,-122.08,37.67,0.9637,265832.03,NEAR BAY
1816,5674,5674,1878,-121.77,37.24,4.747,233947.0,<1H OCEAN
221,868,868,249,-119.06,36.1,2.5893,75627.0,INLAND
442,1289,1289,410,-117.97,33.79,4.1818,200277.0,<1H OCEAN
521,1070,1070,498,-118.38,33.83,4.4615,385201.12,<1H OCEAN
235,732,732,246,-118.16,34.01,1.7679,157601.01,<1H OCEAN
373,1033,1033,397,-117.64,33.48,5.6754,278039.03,<1H OCEAN
429,1559,1559,425,-117.93,33.65,4.2036,235512.0,<1H OCEAN
485,1821,1821,457,-117.39,34.11,4.8889,138632.0,INLAND
243,740,740,238,-118.14,33.89,4.9107,207531.0,<1H OCEAN
366,1171,1171,367,-121.42,38.53,2.8298,95145.0,INLAND
287,930,930,336,-118.36,33.88,2.7981,233733.0,<1H OCEAN
314,888,888,303,-119.7,36.8,3.8088,82230.0,INLAND
437,948,948,452,-117.39,33.98,3.145,120859.0,INLAND
243,628,628,276,-119.71,34.36,4.1842,319499.04,NEAR OCEAN
569,1650,1650,596,-117.31,34.17,3.0078,100647.0,INLAND
745,1511,1511,730,-122.01,36.98,2.589,231439.0,NEAR OCEAN
788,3456,3456,833,-121.61,36.68,2.8542,145167.0,<1H OCEAN
543,1230,1230,531,-118.14,33.8,3.4211,249550.02,NEAR OCEAN
743,2357,2357,754,-117.99,33.75,3.3125,197978.0,<1H OCEAN
198,520,520,232,-121.84,39.73,0.987,75462.0,INLAND
235,569,569,235,-115.64,32.8,3.1667,93713.01,INLAND
457,662,662,518,-117.72,33.62,3.1679,206848.01,<1H OCEAN
1056,3985,3985,1084,-117.7,33.68,2.8192,134242.0,<1H OCEAN
35,130,130,33,-118.85,34.27,3.3438,219745.0,<1H OCEAN
1022,2634,2634,1022,-122.09,37.94,6.1922,299592.0,NEAR BAY
533,1580,1580,527,-117.32,34.01,4.4063,141982.0,INLAND
148,1148,1148,150,-121.4,38.66,2.5062,91589.0,INLAND
405,829,829,427,-121.91,37.3,3.6563,264780.0,<1H OCEAN
426,1777,1777,451,-118.24,34.11,2.7679,179096.0,<1H OCEAN
283,804,804,261,-117.36,33.99,2.9688,110362.0,INLAND
257,783,783,271,-117.67,33.46,5.3999,276273.04,<1H OCEAN
495,1628,1628,478,-118.44,34.2,2.5197,192984.0,<1H OCEAN
433,1007,1007,485,-121.22,39.43,1.7,76184.0,INLAND
259,773,773,252,-120.83,37.52,4.1859,163707.99,INLAND
406,1099,1099,392,-117.07,32.74,2.7661,143551.0,NEAR OCEAN
803,2729,2729,868,-118.39,34.21,2.6667,182183.0,<1H OCEAN
406,1108,1108,411,-118.34,34.0,5.8993,316759.02,<1H OCEAN
724,2288,2288,773,-118.17,34.68,6.6772,253204.02,INLAND
633,1593,1593,745,-120.85,37.51,2.2292,115026.0,INLAND
475,1915,1915,480,-118.77,34.28,5.3681,227760.0,<1H OCEAN
115,346,346,127,-117.56,33.83,5.4788,219484.0,INLAND
313,861,861,291,-119.32,36.19,1.0962,54957.0,INLAND
830,1568,1568,866,-118.41,34.15,4.1656,416586.14,<1H OCEAN
429,1201,1201,459,-121.18,38.75,4.7941,198274.0,INLAND
318,770,770,333,-122.26,37.54,7.2477,439163.28,NEAR BAY
491,1048,1048,555,-118.27,34.09,3.7847,247637.03,<1H OCEAN
352,705,705,388,-117.11,32.9,4.4766,174418.0,<1H OCEAN
267,863,863,273,-122.15,37.69,4.0109,182456.0,NEAR BAY
222,517,517,345,-123.52,41.01,2.1542,70426.0,INLAND
274,1412,1412,290,-118.08,33.89,3.1917,157234.0,<1H OCEAN
665,1248,1248,737,-118.42,34.02,3.1941,359028.02,<1H OCEAN
943,2744,2744,977,-121.96,37.84,7.5139,318877.0,INLAND
352,723,723,346,-121.27,38.67,3.8906,144049.0,INLAND
434,1314,1314,458,-118.19,34.13,3.925,211724.0,<1H OCEAN
459,679,679,502,-118.51,34.0,2.3098,349735.15,<1H OCEAN
828,2098,2098,861,-117.1,32.97,2.4459,126696.0,<1H OCEAN
171,485,485,194,-121.97,37.64,6.0574,266106.01,<1H OCEAN
284,815,815,280,-118.13,33.82,5.5449,232277.0,<1H OCEAN
390,1061,1061,368,-121.42,37.75,3.5242,143867.0,INLAND
403,1006,1006,464,-122.62,38.54,4.5167,223780.0,<1H OCEAN
438,1422,1422,515,-118.15,34.21,5.4727,264590.0,INLAND
888,1812,1812,944,-122.25,38.16,2.9375,131588.0,NEAR BAY
269,854,854,261,-117.73,34.07,2.2596,116071.0,INLAND
593,1342,1342,852,-118.53,34.37,3.9118,233200.02,<1H OCEAN
584,3117,3117,664,-118.15,34.18,2.3029,155535.0,<1H OCEAN
532,1679,1679,561,-117.86,33.76,4.7083,207015.0,<1H OCEAN
318,1201,1201,360,-118.18,33.79,1.2206,133632.0,NEAR OCEAN
1445,3620,3620,1532,-118.09,34.1,2.7436,206886.0,<1H OCEAN
195,588,588,471,-122.81,40.93,2.7083,83923.0,INLAND
1526,4419,4419,1624,-117.84,34.1,3.8465,202642.0,<1H OCEAN
285,687,687,278,-118.12,33.83,5.0424,231085.0,<1H OCEAN
400,940,940,418,-121.63,39.15,1.5613,66087.0,INLAND
1052,2540,2540,1092,-118.54,34.05,8.565,483523.75,<1H OCEAN
450,1300,1300,495,-118.2,33.8,3.9792,207118.0,NEAR OCEAN
721,1398,1398,812,-121.3,37.96,1.125,95720.0,INLAND
280,862,862,312,-117.17,33.28,5.1786,212037.0,<1H OCEAN
426,793,793,504,-121.95,36.6,7.1198,466627.6,NEAR OCEAN
248,679,679,240,-117.79,33.69,5.7115,231957.0,<1H OCEAN
797,2568,2568,831,-118.03,33.84,5.4746,253859.01,<1H OCEAN
1169,2954,2954,1278,-121.22,38.68,3.4506,143052.0,INLAND
288,629,629,299,-121.77,37.68,4.6806,201976.0,INLAND
226,754,754,272,-115.93,35.55,3.4028,73124.0,INLAND
63,129,129,92,-119.02,35.38,1.1875,76058.0,INLAND
481,1676,1676,526,-119.76,36.75,1.6548,55480.0,INLAND
694,1956,1956,708,-118.17,33.85,4.2218,196271.0,<1H OCEAN
349,791,791,346,-124.16,40.78,3.8,117723.0,NEAR OCEAN
297,980,980,319,-118.02,34.13,7.7307,410349.2,INLAND
298,934,934,327,-117.16,34.9,2.7305,76201.0,INLAND
548,1399,1399,581,-121.8,38.01,2.7234,106222.0,INLAND
175,494,494,230,-122.05,39.34,2.875,88325.0,INLAND
630,1659,1659,603,-122.54,38.14,7.5412,419121.1,NEAR BAY
509,1622,1622,531,-119.82,34.44,2.7689,235607.0,NEAR OCEAN
161,690,690,201,-118.23,34.09,2.0476,179102.0,<1H OCEAN
875,1844,1844,1034,-121.96,36.97,3.0777,250507.0,NEAR OCEAN
328,838,838,322,-118.09,33.8,4.4831,217172.0,<1H OCEAN
527,1304,1304,569,-119.7,34.47,7.7261,398385.11,<1H OCEAN
963,2948,2948,1108,-117.25,34.06,3.0042,110976.0,INLAND
312,877,877,342,-123.21,39.07,3.7833,143950.0,<1H OCEAN
701,2459,2459,749,-121.87,37.28,3.9688,197097.0,<1H OCEAN
139,486,486,149,-117.33,34.06,2.5673,90350.0,INLAND
781,3425,3425,813,-118.37,33.94,2.3675,176098.0,<1H OCEAN
623,2221,2221,598,-117.97,33.68,7.3731,333261.0,<1H OCEAN
363,1293,1293,387,-121.84,37.27,5.5,244072.0,<1H OCEAN
311,836,836,303,-122.16,37.7,4.4375,201041.0,NEAR BAY
718,2429,2429,711,-118.07,33.67,9.5268,488271.61,NEAR OCEAN
897,2896,2896,942,-117.17,34.51,3.4875,122331.0,INLAND
451,653,653,471,-117.16,32.72,1.2668,166814.0,NEAR OCEAN
527,930,930,512,-117.11,32.78,3.6528,169836.0,NEAR OCEAN
435,1469,1469,449,-120.64,37.38,2.5129,84401.0,INLAND
515,1361,1361,486,-122.66,40.52,4.5357,195385.0,INLAND
213,994,994,215,-122.23,37.78,3.0257,159064.0,NEAR BAY
404,1251,1251,487,-117.99,33.71,3.6696,210030.0,<1H OCEAN
445,1157,1157,495,-121.42,38.65,2.098,84161.0,INLAND
52,138,138,58,-121.27,38.02,2.9821,136380.0,INLAND
390,910,910,433,-120.4,37.98,2.6696,116081.0,INLAND
1102,2773,2773,1186,-118.13,34.09,2.7816,217329.0,<1H OCEAN
494,1293,1293,509,-122.24,40.16,2.035,63990.0,INLAND
297,928,928,295,-117.79,33.68,5.7858,234569.0,<1H OCEAN
535,2654,2654,625,-116.2,33.7,2.2989,73206.0,INLAND
736,2287,2287,776,-118.27,34.15,3.008,216565.0,<1H OCEAN
961,1963,1963,1040,-118.42,34.16,3.9028,340272.05,<1H OCEAN
239,827,827,250,-117.08,33.14,4.3846,172632.0,<1H OCEAN
668,1514,1514,684,-117.27,34.12,1.462,73312.0,INLAND
529,1818,1818,541,-116.88,33.02,5.2596,197785.0,<1H OCEAN
452,1131,1131,484,-122.4,40.71,2.1458,74437.0,INLAND
442,1220,1220,424,-122.33,37.93,3.0156,131897.0,NEAR BAY
1327,4558,4558,1335,-118.26,33.85,5.542,272624.01,<1H OCEAN
1911,6686,6686,2031,-117.23,33.89,4.1953,149931.0,INLAND
647,1882,1882,670,-122.74,38.48,4.551,222572.0,<1H OCEAN
459,1577,1577,499,-122.33,38.29,5.3351,217247.0,NEAR BAY
1429,2492,2492,1538,-118.44,34.05,4.1141,442812.63,<1H OCEAN
350,1252,1252,424,-120.75,37.44,3.6182,139105.0,INLAND
433,1147,1147,456,-117.13,33.14,4.0495,176774.0,<1H OCEAN
499,1235,1235,575,-118.33,34.16,3.7941,284189.01,<1H OCEAN
341,1146,1146,343,-121.87,37.26,5.6223,254348.0,<1H OCEAN
240,761,761,251,-120.41,34.87,4.9028,188480.0,<1H OCEAN
211,542,542,223,-122.2,37.83,8.401,454954.32,NEAR BAY
74,138,138,63,-122.11,37.4,4.6591,298723.12,NEAR BAY
1031,1685,1685,1125,-118.29,34.11,2.3789,243484.02,<1H OCEAN
695,1792,1792,758,-122.03,37.3,5.4842,365159.03,<1H OCEAN
376,1145,1145,393,-122.03,37.86,7.2655,344001.0,NEAR BAY
244,425,425,395,-122.73,39.04,1.9833,92153.0,INLAND
537,1528,1528,557,-117.96,33.78,2.4931,177894.0,<1H OCEAN
1030,2320,2320,1211,-118.27,34.14,2.7685,236682.0,<1H OCEAN
